time,open,high,low,close,SMA,trend,morning_star,evening_star,bullish_harami,bearish_harami,green_hammer,red_hammer,bull_kicker,bear_kicker,green_shooting_star,red_shooting_star,candlesticks
2018-10-08 15:30:00-04:00,2884.69,2889.45,2884.43,2884.43,2882.876666666667,True,False,False,False,False,False,False,False,False,False,True,RDSSTR
2018-10-09 09:30:00-04:00,2882.51,2891.63,2874.27,2891.05,2886.7233333333334,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-09 10:30:00-04:00,2891.04,2894.83,2881.75,2889.82,2888.433333333333,True,False,False,False,True,False,False,False,False,False,False,BERHRM
2018-10-09 11:30:00-04:00,2889.79,2893.54,2884.78,2885.28,2888.716666666667,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-09 12:30:00-04:00,2885.27,2887.27,2876.7,2883.48,2886.193333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-09 13:30:00-04:00,2883.48,2885.76,2877.75,2884.69,2884.4833333333336,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-09 14:30:00-04:00,2884.7,2888.12,2879.87,2881.17,2883.1133333333332,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-09 15:30:00-04:00,2881.19,2886.02,2880.15,2880.34,2882.066666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-10 09:30:00-04:00,2873.9,2874.02,2846.06,2853.44,2871.65,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-10 10:30:00-04:00,2853.31,2855.62,2833.08,2841.12,2858.2999999999997,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-10 11:30:00-04:00,2841.17,2844.69,2833.52,2838.83,2844.463333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-10 12:30:00-04:00,2838.79,2843.89,2829.53,2839.64,2839.8633333333332,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-10 13:30:00-04:00,2839.6,2841.42,2822.85,2826.12,2834.8633333333332,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-10 14:30:00-04:00,2826.12,2829.17,2806.56,2816.05,2827.2700000000004,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-10 15:30:00-04:00,2816.01,2816.15,2784.86,2785.68,2809.2833333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-11 09:30:00-04:00,2776.87,2795.14,2767.85,2777.77,2793.1666666666665,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-11 10:30:00-04:00,2778.32,2783.19,2745.46,2757.94,2773.7966666666666,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-11 11:30:00-04:00,2758.23,2784.11,2751.38,2778.9,2771.536666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-11 12:30:00-04:00,2777.75,2778.45,2761.57,2769.86,2768.9,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-11 13:30:00-04:00,2769.88,2772.96,2749.58,2751.84,2766.866666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-11 14:30:00-04:00,2751.67,2762.09,2710.51,2752.91,2758.2033333333334,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-11 15:30:00-04:00,2752.89,2757.58,2728.26,2728.37,2744.373333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-12 09:30:00-04:00,2770.54,2775.19,2757.73,2757.73,2746.336666666666,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-12 10:30:00-04:00,2757.27,2771.94,2757.11,2761.97,2749.3566666666666,True,False,False,False,False,False,False,False,False,True,False,GRNSSTR
2018-10-12 11:30:00-04:00,2761.98,2764.14,2741.82,2744.84,2754.846666666667,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-12 12:30:00-04:00,2744.82,2752.57,2729.44,2744.03,2750.28,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-12 13:30:00-04:00,2744.03,2749.65,2732.66,2745.47,2744.78,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-12 14:30:00-04:00,2745.5,2764.38,2736.14,2763.07,2750.8566666666666,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-12 15:30:00-04:00,2763.13,2775.77,2758.64,2767.13,2758.556666666667,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-15 09:30:00-04:00,2763.83,2767.45,2749.03,2756.94,2762.3800000000006,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-15 10:30:00-04:00,2756.68,2771.61,2755.61,2771.17,2765.08,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-15 11:30:00-04:00,2771.17,2772.17,2752.44,2760.24,2762.7833333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-15 12:30:00-04:00,2760.26,2769.85,2759.47,2764.08,2765.1633333333334,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-15 13:30:00-04:00,2764.08,2773.74,2760.5,2760.88,2761.733333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-15 14:30:00-04:00,2760.99,2775.99,2759.66,2762.4,2762.4533333333334,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-15 15:30:00-04:00,2762.33,2764.07,2750.5,2750.79,2758.023333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-16 09:30:00-04:00,2768.16,2780.68,2766.91,2774.67,2762.6200000000003,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-16 10:30:00-04:00,2774.66,2791.48,2772.84,2791.42,2772.2933333333335,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-16 11:30:00-04:00,2791.41,2793.91,2788.29,2791.65,2785.9133333333334,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-16 12:30:00-04:00,2791.65,2797.08,2790.41,2797.08,2793.383333333333,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-16 13:30:00-04:00,2797.07,2804.32,2796.97,2804.21,2797.646666666667,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-16 14:30:00-04:00,2804.25,2805.75,2798.57,2801.55,2800.9466666666667,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-16 15:30:00-04:00,2801.53,2813.46,2800.38,2809.92,2805.226666666667,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-17 09:30:00-04:00,2811.67,2811.67,2791.32,2795.44,2802.3033333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-17 10:30:00-04:00,2795.34,2797.27,2781.81,2797.26,2800.8733333333334,False,False,False,False,False,True,False,False,False,False,False,GRNHM
2018-10-17 11:30:00-04:00,2797.63,2814.49,2794.38,2810.57,2801.09,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-17 12:30:00-04:00,2810.57,2816.94,2806.93,2812.84,2806.89,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-17 13:30:00-04:00,2813.0,2816.21,2798.0,2801.46,2808.2900000000004,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-17 14:30:00-04:00,2801.49,2815.02,2799.97,2810.93,2808.41,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-17 15:30:00-04:00,2810.91,2811.56,2800.24,2809.21,2807.2000000000003,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-18 09:30:00-04:00,2802.0,2802.0,2788.92,2797.09,2805.7433333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-18 10:30:00-04:00,2797.11,2806.04,2787.08,2787.3,2797.866666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-18 11:30:00-04:00,2787.7,2787.73,2766.77,2777.26,2787.216666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-18 12:30:00-04:00,2777.28,2784.23,2760.05,2762.6,2775.72,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-18 13:30:00-04:00,2762.59,2771.26,2755.18,2767.82,2769.226666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-18 14:30:00-04:00,2767.81,2775.45,2761.14,2769.98,2766.7999999999997,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-18 15:30:00-04:00,2769.93,2774.98,2764.38,2768.78,2768.86,True,False,False,False,True,False,False,False,False,False,False,BERHRM
2018-10-19 09:30:00-04:00,2775.66,2797.77,2775.53,2790.51,2776.4233333333336,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-19 10:30:00-04:00,2790.51,2795.32,2784.43,2784.43,2781.2400000000002,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-19 11:30:00-04:00,2784.45,2786.53,2769.36,2771.49,2782.1433333333334,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-19 12:30:00-04:00,2771.54,2779.73,2765.11,2779.51,2778.476666666667,False,False,False,True,False,False,False,False,False,False,False,BLLHRM
2018-10-19 13:30:00-04:00,2779.5,2780.81,2760.27,2769.7,2773.566666666666,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-19 14:30:00-04:00,2769.83,2775.06,2764.23,2774.88,2774.6966666666667,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-19 15:30:00-04:00,2774.63,2776.01,2766.81,2767.78,2770.786666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-22 09:30:00-04:00,2773.94,2778.94,2749.22,2751.49,2764.716666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-22 10:30:00-04:00,2751.45,2772.4,2749.42,2764.85,2761.373333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-22 11:30:00-04:00,2764.86,2765.73,2751.38,2754.59,2756.976666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-22 12:30:00-04:00,2754.63,2764.26,2752.8,2758.43,2759.2899999999995,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-22 13:30:00-04:00,2758.4,2763.74,2755.41,2755.77,2756.263333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-22 14:30:00-04:00,2755.75,2766.05,2754.81,2762.52,2758.9066666666663,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-22 15:30:00-04:00,2762.74,2766.48,2755.66,2755.88,2758.056666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-23 09:30:00-04:00,2721.03,2721.28,2691.43,2699.82,2739.4066666666663,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-23 10:30:00-04:00,2699.55,2715.76,2692.75,2713.14,2722.9466666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-23 11:30:00-04:00,2712.94,2717.8,2700.87,2716.49,2709.8166666666666,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-23 12:30:00-04:00,2716.52,2734.42,2716.46,2730.38,2720.003333333333,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-23 13:30:00-04:00,2730.1,2742.29,2720.45,2739.11,2728.66,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-23 14:30:00-04:00,2739.14,2753.59,2738.93,2747.98,2739.156666666667,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-23 15:30:00-04:00,2747.99,2750.93,2737.64,2740.69,2742.5933333333337,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-24 09:30:00-04:00,2737.87,2742.59,2725.43,2726.59,2738.42,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-24 10:30:00-04:00,2726.74,2731.95,2704.11,2706.23,2724.5033333333336,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-24 11:30:00-04:00,2706.19,2727.08,2703.33,2718.97,2717.263333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-24 12:30:00-04:00,2718.99,2719.67,2699.05,2702.23,2709.143333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-24 13:30:00-04:00,2702.2,2707.62,2691.91,2706.26,2709.153333333333,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-24 14:30:00-04:00,2706.28,2710.2,2675.76,2676.41,2694.9666666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-24 15:30:00-04:00,2676.4,2682.93,2651.89,2656.1,2679.59,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-25 09:30:00-04:00,2674.88,2696.57,2667.84,2691.73,2674.7466666666664,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-25 10:30:00-04:00,2691.8,2704.48,2684.89,2703.61,2683.8133333333335,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-25 11:30:00-04:00,2703.63,2705.4,2691.67,2694.72,2696.6866666666665,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-25 12:30:00-04:00,2694.72,2702.72,2692.66,2699.39,2699.24,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-25 13:30:00-04:00,2699.37,2713.45,2698.46,2712.35,2702.153333333333,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-25 14:30:00-04:00,2712.26,2722.7,2711.9,2718.36,2710.0333333333333,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-25 15:30:00-04:00,2718.45,2720.93,2700.92,2705.57,2712.0933333333337,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-26 09:30:00-04:00,2667.86,2671.83,2638.92,2648.78,2690.9033333333336,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-26 10:30:00-04:00,2648.79,2657.45,2628.16,2655.12,2669.8233333333333,False,False,False,True,False,False,False,False,False,False,False,BLLHRM
2018-10-26 11:30:00-04:00,2655.15,2673.46,2652.44,2670.91,2658.27,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-26 12:30:00-04:00,2670.95,2692.38,2668.96,2676.79,2667.6066666666666,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-26 13:30:00-04:00,2676.8,2680.61,2660.48,2668.23,2671.976666666667,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-26 14:30:00-04:00,2668.23,2674.48,2641.82,2657.51,2667.51,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-26 15:30:00-04:00,2657.46,2672.11,2647.38,2658.69,2661.476666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-29 09:30:00-04:00,2682.65,2706.85,2682.65,2702.37,2672.8566666666666,True,True,False,False,False,False,False,False,False,False,False,MRNSTR
2018-10-29 10:30:00-04:00,2702.26,2704.05,2682.99,2689.04,2683.366666666667,True,False,False,False,True,False,False,False,False,False,False,BERHRM
2018-10-29 11:30:00-04:00,2688.99,2693.99,2666.46,2670.86,2687.423333333333,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-29 12:30:00-04:00,2670.87,2683.03,2667.2,2673.14,2677.68,False,False,False,True,False,False,False,False,False,False,False,BLLHRM
2018-10-29 13:30:00-04:00,2673.2,2682.69,2657.21,2657.21,2667.07,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-29 14:30:00-04:00,2657.2,2662.54,2625.04,2629.88,2653.41,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-29 15:30:00-04:00,2629.55,2642.2,2603.54,2641.25,2642.78,False,False,False,False,False,True,False,False,False,False,False,GRNHM
2018-10-30 09:30:00-04:00,2640.68,2673.82,2635.34,2662.72,2644.6166666666663,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-30 10:30:00-04:00,2662.75,2665.66,2646.04,2662.13,2655.3666666666663,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-30 11:30:00-04:00,2662.57,2672.55,2657.15,2662.72,2662.523333333333,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-30 12:30:00-04:00,2662.72,2663.86,2644.18,2646.12,2656.99,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-30 13:30:00-04:00,2645.99,2659.67,2640.54,2650.7,2653.18,False,False,False,False,False,False,False,False,False,False,False,False
2018-10-30 14:30:00-04:00,2650.93,2678.08,2647.61,2675.35,2657.39,True,True,False,False,False,False,False,False,False,False,False,MRNSTR
2018-10-30 15:30:00-04:00,2675.34,2685.43,2672.45,2682.63,2669.56,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-31 09:30:00-04:00,2705.6,2726.64,2705.6,2724.58,2694.1866666666665,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-31 10:30:00-04:00,2724.58,2729.12,2714.02,2723.12,2710.11,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-31 11:30:00-04:00,2723.11,2723.74,2708.62,2715.67,2721.1233333333334,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-31 12:30:00-04:00,2715.7,2731.53,2714.45,2726.73,2721.84,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-31 13:30:00-04:00,2726.72,2736.36,2722.83,2733.72,2725.3733333333334,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-31 14:30:00-04:00,2733.72,2736.69,2724.92,2729.01,2729.82,True,False,False,False,False,False,False,False,False,False,False,False
2018-10-31 15:30:00-04:00,2728.89,2729.38,2710.55,2711.74,2724.8233333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-01 09:30:00-04:00,2717.58,2726.7,2708.85,2722.77,2721.1733333333336,False,False,False,True,False,False,False,False,False,False,False,BLLHRM
2018-11-01 10:30:00-04:00,2722.79,2734.64,2722.33,2733.99,2722.8333333333335,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-01 11:30:00-04:00,2733.72,2735.06,2726.44,2729.28,2728.68,True,False,False,False,True,False,False,False,False,False,False,BERHRM
2018-11-01 12:30:00-04:00,2729.15,2736.77,2728.08,2736.4,2733.2233333333334,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-01 13:30:00-04:00,2736.41,2737.16,2729.2,2734.35,2733.3433333333337,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-01 14:30:00-04:00,2734.33,2737.48,2730.53,2737.11,2735.9533333333334,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-01 15:30:00-04:00,2737.11,2741.67,2734.17,2740.37,2737.2766666666666,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-02 09:30:00-04:00,2745.45,2756.55,2735.2,2735.2,2737.56,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-02 10:30:00-04:00,2735.08,2736.29,2718.09,2722.56,2732.7099999999996,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-02 11:30:00-04:00,2722.59,2726.02,2716.36,2720.96,2726.2400000000002,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-02 12:30:00-04:00,2720.94,2721.72,2700.44,2712.65,2718.7233333333334,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-02 13:30:00-04:00,2712.62,2727.67,2704.91,2726.47,2720.0266666666666,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-02 14:30:00-04:00,2726.35,2726.4,2712.86,2721.31,2720.1433333333334,True,False,False,False,True,False,False,False,False,False,False,BERHRM
2018-11-02 15:30:00-04:00,2721.33,2725.05,2716.63,2723.06,2723.6133333333332,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-05 09:30:00-05:00,2726.37,2733.78,2717.94,2722.06,2722.1433333333334,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-05 10:30:00-05:00,2722.06,2734.28,2722.06,2727.72,2724.28,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-05 11:30:00-05:00,2727.72,2732.3,2725.21,2729.5,2726.4266666666667,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-05 12:30:00-05:00,2729.48,2730.26,2724.98,2728.95,2728.723333333333,True,False,False,False,True,False,False,False,False,False,False,BERHRM
2018-11-05 13:30:00-05:00,2728.95,2740.78,2728.28,2740.68,2733.043333333333,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-05 14:30:00-05:00,2740.68,2744.27,2733.71,2737.33,2735.653333333333,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-05 15:30:00-05:00,2737.35,2740.48,2734.55,2738.31,2738.773333333333,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-06 09:30:00-05:00,2738.4,2752.07,2737.08,2747.44,2741.0266666666666,True,True,False,False,False,False,False,False,False,False,False,MRNSTR
2018-11-06 10:30:00-05:00,2747.16,2751.47,2742.8,2746.68,2744.1433333333334,True,False,False,False,True,False,False,False,False,False,False,BERHRM
2018-11-06 11:30:00-05:00,2746.56,2751.18,2743.61,2749.49,2747.8700000000003,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-06 12:30:00-05:00,2749.49,2753.85,2749.31,2750.33,2748.8333333333335,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-06 13:30:00-05:00,2750.32,2752.38,2739.14,2740.36,2746.726666666667,False,False,True,False,False,False,False,False,False,False,False,EVNSTR
2018-11-06 14:30:00-05:00,2740.45,2749.44,2738.93,2747.89,2746.193333333333,False,False,False,True,False,False,False,False,False,False,False,BLLHRM
2018-11-06 15:30:00-05:00,2747.87,2756.82,2744.5,2755.45,2747.9,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-07 09:30:00-05:00,2774.13,2787.97,2774.13,2784.15,2762.4966666666664,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-07 10:30:00-05:00,2784.15,2793.26,2783.94,2788.86,2776.153333333333,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-07 11:30:00-05:00,2788.84,2798.93,2788.84,2795.88,2789.6299999999997,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-07 12:30:00-05:00,2795.72,2801.46,2795.4,2800.57,2795.103333333334,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-07 13:30:00-05:00,2800.58,2804.32,2794.37,2803.93,2800.126666666667,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-07 14:30:00-05:00,2803.92,2810.76,2802.43,2810.47,2804.99,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-07 15:30:00-05:00,2810.44,2815.15,2807.7,2813.89,2809.4300000000003,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-08 09:30:00-05:00,2806.38,2812.55,2803.63,2805.79,2810.0499999999997,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-08 10:30:00-05:00,2805.74,2812.19,2805.06,2809.57,2809.75,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-08 11:30:00-05:00,2809.57,2814.75,2809.51,2811.62,2808.9933333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-08 12:30:00-05:00,2811.59,2813.35,2804.75,2804.75,2808.646666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-08 13:30:00-05:00,2804.74,2811.82,2801.17,2802.49,2806.286666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-08 14:30:00-05:00,2802.49,2804.8,2794.99,2800.06,2802.433333333333,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-08 15:30:00-05:00,2799.85,2806.94,2796.39,2806.83,2803.1266666666666,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-09 09:30:00-05:00,2794.1,2794.1,2777.68,2785.18,2797.3566666666666,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-09 10:30:00-05:00,2785.22,2787.69,2776.83,2782.55,2791.52,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-09 11:30:00-05:00,2782.56,2784.61,2770.49,2773.64,2780.4566666666665,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-09 12:30:00-05:00,2773.68,2779.29,2771.3,2773.51,2776.566666666667,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-09 13:30:00-05:00,2773.46,2773.46,2764.24,2765.88,2771.01,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-09 14:30:00-05:00,2765.6,2787.43,2765.52,2784.74,2774.7100000000005,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-09 15:30:00-05:00,2784.7,2790.17,2780.71,2781.01,2777.2100000000005,True,False,False,False,True,False,False,False,False,False,False,BERHRM
2018-11-12 09:30:00-05:00,2773.93,2775.99,2753.16,2759.58,2775.11,False,False,True,False,False,False,False,False,False,False,False,EVNSTR
2018-11-12 10:30:00-05:00,2759.65,2759.66,2735.1,2735.1,2758.5633333333335,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-12 11:30:00-05:00,2735.1,2748.1,2732.98,2743.94,2746.2066666666665,False,False,False,False,False,False,False,False,False,False,False,False
