time,open,high,low,close,month,year,evening_star_1,evening_star_3
2022-07-20,3966.621,3971.301,3936.761,3949.879,7,2022,True,False
2022-07-20,3947.141,3970.79,3946.519,3963.219,7,2022,False,False
2022-07-20,3963.251,3974.13,3959.589,3966.709,7,2022,False,False
2022-07-21,3986.811,3999.29,3984.829,3998.949,7,2022,False,False
2022-07-22,3998.43,4012.44,3984.01,3995.801,7,2022,False,False
2022-07-22,3995.871,4002.859,3978.53,3978.53,7,2022,False,True
2022-08-03,4157.141,4162.97,4152.819,4160.339,8,2022,False,False
2022-08-03,4159.281,4167.66,4153.721,4155.171,8,2022,False,True
2022-08-03,4160.311,4164.15,4155.199,4159.299,8,2022,False,False
2022-08-24,4150.27,4156.56,4148.71,4149.98,8,2022,False,False
2022-08-24,4139.04,4151.49,4130.45,4150.2,8,2022,False,False
2022-08-24,4149.98,4149.98,4131.42,4131.82,8,2022,False,True
2022-09-19,3895.14,3900.45,3890.19,3899.88,9,2022,False,False
2022-09-19,3867.44,3898.34,3866.84,3895.11,9,2022,False,False
2022-09-20,3854.74,3866.77,3843.6,3861.3,9,2022,False,False
2022-09-20,3861.05,3876.01,3858.0,3861.75,9,2022,False,False
2022-09-20,3861.74,3861.97,3841.6,3841.95,9,2022,False,True
2022-09-20,3875.23,3875.23,3846.78,3854.45,9,2022,True,True
2022-09-22,3757.65,3773.37,3756.15,3765.35,9,2022,False,False
2022-09-22,3765.39,3773.32,3754.79,3764.05,9,2022,False,False
2022-09-22,3764.08,3772.49,3752.31,3757.05,9,2022,False,True
2022-09-28,3702.27,3724.57,3702.13,3722.15,9,2022,False,False
2022-09-28,3722.3,3736.74,3718.14,3719.03,9,2022,False,False
2022-09-29,3687.01,3687.01,3619.69,3631.1,9,2022,False,True
2022-09-29,3631.14,3651.42,3621.13,3640.0,9,2022,False,False
2022-09-29,3640.12,3659.08,3636.74,3641.4,9,2022,False,False
2022-09-29,3641.15,3646.85,3628.23,3630.78,9,2022,False,True
2022-10-04,3786.58,3789.49,3778.01,3786.05,10,2022,False,False
2022-10-04,3774.64,3787.45,3773.16,3786.48,10,2022,False,False
2022-10-04,3786.09,3788.46,3754.41,3766.3,10,2022,False,True
